Found 4 device(s):
  0:  Realtek, RTL2838UHIDIR, SN: 00000001
  1:  Realtek, RTL2838UHIDIR, SN: 00000001
  2:  Realtek, RTL2838UHIDIR, SN: 00000001
  3:  Realtek, RTL2838UHIDIR, SN: 00000001

Using device 3: Generic RTL2832U OEM
Found Rafael Micro R820T tuner
Exact sample rate is: 250000.000414 Hz
[R82XX] PLL not locked!
Sampling at 250000 S/s.
Tuned to 150050000 Hz.
Tuner gain set to 49.60 dB.
Reading samples in async mode...
Ignoring signals shorter than 0.010000 and longer than 0.030000
Will print timestamp every 1500000 transforms
2020-07-22 19:36:49.034725507
timestamp;samples;duration;signal_freq;signal_bw;max_signal;noise
2020-07-22 19:36:54.055525143;25200;0.019200  ;-49210.519531;19000.000000;94.533424;-28.650063
2020-07-22 19:36:54.125925379;25520;0.012800  ;-49363.636719;4000.000244;88.138107;-28.650063
2020-07-22 19:36:54.141925179;25632;0.019200  ;-48739.125000;19000.000000;93.807320;-28.650063
2020-07-22 19:36:54.193125571;25856;0.012800  ;-49195.648438;21000.000000;92.791893;-28.650063
2020-07-22 19:36:54.196325139;25872;0.012800  ;-31799.994141;2000.000122;75.863770;-39.698757
2020-07-22 19:36:54.212325411;25952;0.012800  ;-49249.996094;4000.000244;88.463013;-28.650063
2020-07-22 19:36:54.228325203;26064;0.019200  ;-49333.332031;19000.000000;92.626709;-28.650063
2020-07-22 19:36:54.253925171;26176;0.016000  ;-48954.535156;20000.000000;91.950867;-28.650063
2020-07-22 19:36:54.301925507;26432;0.019200  ;-47540.535156;12000.000000;91.668930;-28.650063
2020-07-22 19:36:54.311525187;26448;0.012800  ;-32285.708984;4000.000244;80.440369;-37.002754
2020-07-22 19:36:54.340325187;26608;0.016000  ;-49346.937500;20000.000000;93.625511;-28.650063
2020-07-22 19:36:54.369125219;26752;0.016000  ;-31937.494141;5000.000000;80.509758;-37.002754
2020-07-22 19:36:54.388325539;26848;0.016000  ;-48872.332031;21000.000000;94.602867;-28.650063
2020-07-22 19:36:54.394725155;26864;0.012800  ;-31749.998047;5000.000000;81.933304;-37.002754
2020-07-22 19:36:54.423525187;27040;0.019200  ;-49035.718750;20000.000000;95.423653;-28.650063
2020-07-22 19:36:54.452325187;27152;0.012800  ;-49666.656250;19000.000000;94.590843;-28.650063
2020-07-22 19:36:54.452325187;27152;0.012800  ;-31499.996094;5000.000000;80.785522;-39.270340
2020-07-22 19:36:54.474725571;27280;0.016000  ;-49770.832031;25000.000000;95.581085;-28.650063
